transaction_id,timestamp,account_id,amount,merchant_category,location_mismatch,device_velocity,is_fraud
TXN_496A6C5FA9A342F8,2026-03-08 04:15:14.016910+00:00,ACC_00694,84.7,electronics,0,0,0
TXN_04B7C6C3752D4502,2026-03-08 05:37:32.016910+00:00,ACC_00269,19.33,online_services,0,0,0
TXN_340061B4F3BD48F6,2026-03-08 05:41:26.016910+00:00,ACC_00470,22.24,electronics,0,0,0
TXN_AA05600CBB4D46C3,2026-03-08 06:29:06.016910+00:00,ACC_00470,57.78,clothing,0,1,0
TXN_B4BECBEEBFC34BED,2026-03-08 06:38:47.016910+00:00,ACC_00470,270.23,travel,0,2,0
TXN_4E0FB55BDE6C48B7,2026-03-08 06:41:13.016910+00:00,ACC_00470,35.54,clothing,0,3,0
TXN_7D5DEE2E1C884ECA,2026-03-08 07:12:39.016910+00:00,ACC_00470,74.56,pharmacy,0,3,0
TXN_0B157FBCC8154726,2026-03-08 07:46:12.016910+00:00,ACC_00470,270.48,grocery,0,1,0
TXN_60D8813EBDD2458F,2026-03-08 08:08:58.016910+00:00,ACC_00470,13.78,pharmacy,0,2,0
TXN_9A2303364B28419F,2026-03-08 08:13:55.016910+00:00,ACC_00595,125.94,electronics,0,0,0
TXN_561E5FC9C6A749E4,2026-03-08 08:26:19.016910+00:00,ACC_00136,25.66,fuel,0,0,0
TXN_B3712AFE4F2D4DD9,2026-03-08 08:59:25.016910+00:00,ACC_00136,199.3,electronics,0,1,0
TXN_B7B16BC71AEA4EB0,2026-03-08 09:54:46.016910+00:00,ACC_00136,169.77,hotel,0,1,0
TXN_39A6D990306F4FF7,2026-03-08 10:08:07.016910+00:00,ACC_00136,31.16,gaming,0,1,0
TXN_9C07D12885A84B94,2026-03-08 10:37:10.016910+00:00,ACC_00136,12.36,fuel,0,2,0
TXN_F6B4A617D70D4182,2026-03-08 10:41:01.016910+00:00,ACC_00136,70.42,electronics,0,3,0
TXN_2DF6D563D4D249A5,2026-03-08 10:56:40.016910+00:00,ACC_00136,69.47,online_services,0,3,0
TXN_57B61905C125452F,2026-03-08 11:07:42.016910+00:00,ACC_00136,72.44,grocery,0,4,0
TXN_6DAC5084BA4644BB,2026-03-08 11:57:42.016910+00:00,ACC_00119,29.43,online_services,0,0,0
TXN_A5C510B7EEE442FF,2026-03-08 12:46:49.016910+00:00,ACC_00497,5.54,restaurant,0,0,0
TXN_ED8E966B77F64C5B,2026-03-08 13:16:18.016910+00:00,ACC_00096,39.14,travel,0,0,0
TXN_B9B418B75E4E4B65,2026-03-08 13:57:47.016910+00:00,ACC_00280,48.25,pharmacy,0,0,0
TXN_A4A613EE164543D8,2026-03-08 14:55:38.016910+00:00,ACC_00539,76.8,electronics,0,0,0
TXN_E4D686F24C5D43C0,2026-03-08 15:02:45.016910+00:00,ACC_00694,27.45,grocery,0,0,0
TXN_849B81E47FB4406E,2026-03-08 16:03:48.016910+00:00,ACC_00694,45.31,hotel,0,0,0
TXN_B8E45C8B3FBA43E7,2026-03-08 16:11:43.016910+00:00,ACC_00694,44.61,electronics,0,1,0
TXN_250A1F156E804655,2026-03-08 16:13:22.016910+00:00,ACC_00694,97.76,online_services,0,2,0
TXN_61BF7A0D31794E8B,2026-03-08 17:05:06.016910+00:00,ACC_00694,58.17,grocery,0,2,0
TXN_A6F6D0CC46CA4B93,2026-03-08 17:06:17.016910+00:00,ACC_00694,25.02,online_services,0,3,0
TXN_2915CC1114F344B3,2026-03-08 17:13:10.016910+00:00,ACC_00981,117.8,electronics,0,0,0
TXN_B7005DFAF2CF4545,2026-03-08 17:17:16.016910+00:00,ACC_00331,68.61,other,0,0,0
TXN_6032C997E26E44D7,2026-03-08 17:19:06.016910+00:00,ACC_00409,226.71,clothing,0,0,0
TXN_73E6F057E75F4FD2,2026-03-08 17:20:26.016910+00:00,ACC_00873,14.56,fuel,0,0,0
TXN_033B99920E334678,2026-03-08 18:00:37.016910+00:00,ACC_00670,169.46,travel,0,0,0
TXN_70148400F66243DA,2026-03-08 18:18:10.016910+00:00,ACC_00318,97.28,gaming,0,0,0
TXN_9985B001A57B4A05,2026-03-08 19:37:34.016910+00:00,ACC_00525,176.68,online_services,0,0,0
TXN_101E105349D348CE,2026-03-08 19:59:56.016910+00:00,ACC_00434,59.9,hotel,0,0,0
TXN_7042E06B26744D6B,2026-03-08 20:06:37.016910+00:00,ACC_00434,26.58,grocery,0,1,0
TXN_B9609D003B9A430E,2026-03-08 20:08:18.016910+00:00,ACC_00434,60.33,pharmacy,0,2,0
TXN_C34ADA0E688F41D1,2026-03-08 20:38:06.016910+00:00,ACC_00434,8.16,pharmacy,0,3,0
TXN_1B244AE596534EBF,2026-03-08 20:42:51.016910+00:00,ACC_00434,37.04,restaurant,0,4,0
TXN_8E07E54EE0284735,2026-03-08 21:05:54.016910+00:00,ACC_00434,733.17,electronics,0,4,0
TXN_AF95CF2BDDFD4211,2026-03-08 22:17:47.016910+00:00,ACC_00434,57.07,fuel,0,0,0
TXN_10E1175DD5D347F8,2026-03-08 22:29:46.016910+00:00,ACC_00047,29.03,jewelry,0,0,0
TXN_E22FC123C9374857,2026-03-08 23:36:40.016910+00:00,ACC_00583,50.81,hotel,0,0,0
TXN_B41CD4FEC1B64544,2026-03-09 00:02:47.016910+00:00,ACC_00117,24.6,online_services,0,0,0
TXN_B3971FDDEF2242FB,2026-03-09 00:18:38.016910+00:00,ACC_00086,151.41,other,0,0,0
TXN_D11E88F1B7DB451F,2026-03-09 00:34:54.016910+00:00,ACC_00687,118.26,travel,0,0,0
TXN_ECD4F48C5D1A4688,2026-03-09 00:42:21.016910+00:00,ACC_00217,11.21,other,0,0,0
TXN_09DA019C3D764E02,2026-03-09 01:13:57.016910+00:00,ACC_00445,36.58,grocery,1,0,0
TXN_C648C07C7983408F,2026-03-09 01:18:44.016910+00:00,ACC_00709,37.35,pharmacy,0,0,0
TXN_648B6B9452AD4624,2026-03-09 01:42:20.016910+00:00,ACC_00634,27.38,gaming,0,0,0
TXN_C674E8FE65064B58,2026-03-09 01:54:57.016910+00:00,ACC_00405,10.99,restaurant,1,0,0
TXN_DC386E13F60E4960,2026-03-09 01:58:02.016910+00:00,ACC_00713,290.82,grocery,0,0,0
TXN_2594ABA14A5949EC,2026-03-09 01:58:26.016910+00:00,ACC_00447,487.94,jewelry,0,0,0
TXN_1A8BCB71B0AA4774,2026-03-09 03:30:01.016910+00:00,ACC_00486,66.63,restaurant,0,0,0
TXN_DAB85F7A1EC54163,2026-03-09 03:56:23.016910+00:00,ACC_00987,33.18,grocery,0,0,0
TXN_B947BE9494024FA1,2026-03-09 04:05:18.016910+00:00,ACC_00584,20.67,fuel,1,0,0
TXN_D9911C9507524E14,2026-03-09 05:01:59.016910+00:00,ACC_00443,28.56,online_services,0,0,0
TXN_E014BD8D979A427D,2026-03-09 05:04:28.016910+00:00,ACC_00298,13.07,online_services,0,0,0
TXN_8315DE6B67444528,2026-03-09 05:39:37.016910+00:00,ACC_00298,197.22,online_services,0,1,0
TXN_128EF097FC884CFD,2026-03-09 05:45:09.016910+00:00,ACC_00298,39.31,gaming,0,2,0
TXN_05F71FE51BA44207,2026-03-09 05:50:04.016910+00:00,ACC_00298,133.13,fuel,0,3,0
TXN_E632A400C3334261,2026-03-09 06:30:47.016910+00:00,ACC_00298,22.33,pharmacy,0,3,0
TXN_8402832D8BC64E63,2026-03-09 07:08:03.016910+00:00,ACC_00298,206.63,travel,0,1,0
TXN_2BCD829AAEFD497A,2026-03-09 07:11:14.016910+00:00,ACC_00298,261.83,jewelry,0,2,0
TXN_CCD4A090E7E64044,2026-03-09 07:32:54.016910+00:00,ACC_00617,14.99,other,0,0,0
TXN_1FFC829B55B04EB1,2026-03-09 07:47:08.016910+00:00,ACC_00729,197.97,fuel,0,0,0
TXN_8AFEE8949191453F,2026-03-09 07:52:28.016910+00:00,ACC_00816,76.44,electronics,0,0,0
TXN_4C9D73D2166249A8,2026-03-09 10:20:42.016910+00:00,ACC_00684,38.43,electronics,0,0,0
TXN_91B9D5666E364472,2026-03-09 11:37:42.016910+00:00,ACC_00426,81.07,online_services,0,0,0
TXN_AAA8959DFD094CB3,2026-03-09 11:39:57.016910+00:00,ACC_00019,136.83,travel,0,0,0
TXN_5DC235044D5C4E63,2026-03-09 11:46:09.016910+00:00,ACC_00916,37.9,restaurant,0,0,0
TXN_E3C1BC2818AE485B,2026-03-09 11:49:58.016910+00:00,ACC_00576,149.86,travel,0,0,0
TXN_9A6FE4258B9D4DB7,2026-03-09 12:23:10.016910+00:00,ACC_00789,19.61,travel,0,0,0
TXN_BC47FC879ED84295,2026-03-09 12:43:35.016910+00:00,ACC_00619,24.69,other,0,0,0
TXN_09070F19549A495D,2026-03-09 14:26:09.016910+00:00,ACC_00986,11.94,restaurant,0,0,0
TXN_DD5F0DC13A2B4BAA,2026-03-09 15:07:16.016910+00:00,ACC_00879,525.18,jewelry,0,0,0
TXN_ECB5832FA32E4B0E,2026-03-09 15:22:11.016910+00:00,ACC_00892,113.25,hotel,0,0,0
TXN_DCC8F1EFF61B4BC0,2026-03-09 15:34:46.016910+00:00,ACC_00519,43.74,restaurant,0,0,0
TXN_B1256E9B27FE4E31,2026-03-09 15:45:37.016910+00:00,ACC_00126,32.23,online_services,0,0,0
TXN_EA7EDB7CC7CE456E,2026-03-09 15:45:59.016910+00:00,ACC_00855,15000.0,travel,1,8,1
TXN_08666246B0F54340,2026-03-09 16:32:41.016910+00:00,ACC_00681,189.97,jewelry,0,0,0
TXN_98C48ABB12EA4880,2026-03-09 16:44:28.016910+00:00,ACC_00424,35.57,online_services,0,0,0
TXN_1731E3071F8A4EB1,2026-03-09 17:33:26.016910+00:00,ACC_00967,45.53,grocery,0,0,0
TXN_46B5B89D37034E29,2026-03-09 17:42:06.016910+00:00,ACC_00967,119.87,hotel,0,1,0
TXN_1FC40DE02C1C4B95,2026-03-09 17:45:28.016910+00:00,ACC_00967,420.84,grocery,0,2,0
TXN_7090FF46AAE8446D,2026-03-09 18:11:43.016910+00:00,ACC_00967,48.91,electronics,0,3,0
TXN_50F62CCAEAD44619,2026-03-09 18:12:59.016910+00:00,ACC_00967,13.7,other,0,4,0
TXN_448C31A2FA2543CC,2026-03-09 18:42:30.016910+00:00,ACC_00430,44.54,pharmacy,0,0,0
TXN_7435E8A9AAEE43D6,2026-03-09 19:17:07.016910+00:00,ACC_00322,19.26,grocery,0,0,0
TXN_F8B4D313F9BD4450,2026-03-09 19:21:52.016910+00:00,ACC_00151,5.72,online_services,0,0,0
TXN_EFD0694E4B214848,2026-03-09 19:44:19.016910+00:00,ACC_00634,20.05,other,0,0,0
TXN_DF4E7A68E7F143BA,2026-03-09 19:59:01.016910+00:00,ACC_00795,1123.4,travel,0,0,0
TXN_C60FD780682D4A9E,2026-03-09 20:04:29.016910+00:00,ACC_00737,47.82,electronics,0,0,0
TXN_3E1040803AB74728,2026-03-09 20:05:30.016910+00:00,ACC_00524,41.42,jewelry,0,0,0
TXN_BFAD405313B44F34,2026-03-09 20:22:03.016910+00:00,ACC_00912,332.61,gaming,0,0,0
TXN_96DEB6B3C2754EA8,2026-03-09 21:15:52.016910+00:00,ACC_00433,9.7,restaurant,0,0,0
TXN_21FE78E9E8F743D9,2026-03-09 21:29:42.016910+00:00,ACC_00520,608.18,grocery,0,0,0
TXN_E2BBB3A4DA6C4B90,2026-03-09 21:53:19.016910+00:00,ACC_00587,31.01,online_services,0,0,0
TXN_CFFB06ADE7374546,2026-03-09 21:59:13.016910+00:00,ACC_00596,170.51,pharmacy,0,0,0
TXN_37B56BD081B74FA4,2026-03-09 22:03:30.016910+00:00,ACC_00307,43.57,other,0,0,0
TXN_9E85C52834C84214,2026-03-09 22:34:46.016910+00:00,ACC_00756,166.25,hotel,0,0,0
TXN_CB01EE96524C470D,2026-03-09 22:53:40.016910+00:00,ACC_00466,33.9,fuel,0,0,0
TXN_2281203EDFE94FE2,2026-03-09 23:27:28.016910+00:00,ACC_00466,35.09,online_services,0,1,0
TXN_C3D54CDC54FE483B,2026-03-10 02:28:26.016910+00:00,ACC_00466,48.0,fuel,0,0,0
TXN_F6CC52E45B1E475D,2026-03-10 02:45:15.016910+00:00,ACC_00466,215.2,travel,0,1,0
TXN_BFB3B770AAAB4D17,2026-03-10 03:38:37.016910+00:00,ACC_00466,63.75,other,0,1,0
TXN_94E16E0FA0FA4121,2026-03-10 04:04:34.016910+00:00,ACC_00466,115.7,electronics,0,1,0
TXN_BD4C6C92E9A442FD,2026-03-10 04:06:33.016910+00:00,ACC_00466,55.42,electronics,0,2,0
TXN_C82723AA51D54982,2026-03-10 04:39:46.016910+00:00,ACC_00712,40.12,online_services,0,0,0
TXN_5C809509314445B3,2026-03-10 05:25:08.016910+00:00,ACC_00944,196.15,gaming,0,0,0
TXN_422B08692308454B,2026-03-10 06:03:54.016910+00:00,ACC_00297,13.32,restaurant,0,0,0
TXN_510BC0F2B3EF40C6,2026-03-10 07:05:41.016910+00:00,ACC_00297,56.39,online_services,0,0,0
TXN_05F7B8146FED4992,2026-03-10 07:43:34.016910+00:00,ACC_00297,119.37,fuel,0,1,0
TXN_67E65886C54D4691,2026-03-10 08:26:37.016910+00:00,ACC_00297,78.11,clothing,0,1,0
TXN_BABA82B680F9463F,2026-03-10 08:41:34.016910+00:00,ACC_00297,15000.0,travel,1,7,1
TXN_8A6A396708C34B07,2026-03-10 09:34:25.016910+00:00,ACC_00922,13.41,fuel,0,0,0
TXN_8E0E8C2C77F04BC5,2026-03-10 09:55:56.016910+00:00,ACC_00781,42.4,pharmacy,0,0,0
TXN_ACC5A7087A014C1A,2026-03-10 10:05:07.016910+00:00,ACC_00888,20.83,restaurant,0,0,0
TXN_AFA69954B49B4962,2026-03-10 11:18:53.016910+00:00,ACC_00239,86.58,hotel,0,0,0
TXN_344C0E921E8F4E7E,2026-03-10 11:23:12.016910+00:00,ACC_00754,111.29,restaurant,0,0,0
TXN_9AC74A2FE0EE4CA8,2026-03-10 11:26:39.016910+00:00,ACC_00816,109.8,travel,0,0,0
TXN_E91A0A59A5AD49F3,2026-03-10 11:40:33.016910+00:00,ACC_00198,291.44,jewelry,0,0,0
TXN_00A624C29DE84DCC,2026-03-10 11:47:15.016910+00:00,ACC_00194,41.46,jewelry,0,0,0
TXN_49424FDA12EA4470,2026-03-10 12:01:02.016910+00:00,ACC_00185,709.53,travel,0,0,0
TXN_1EE40762FF864E9A,2026-03-10 12:42:43.016910+00:00,ACC_00909,62.48,restaurant,0,0,0
TXN_263092C203A646E8,2026-03-10 14:03:44.016910+00:00,ACC_00047,36.32,grocery,0,0,0
TXN_AFC4270015E54F8D,2026-03-10 14:09:59.016910+00:00,ACC_00541,100.07,travel,0,0,0
TXN_D8461F9308E54C4B,2026-03-10 14:20:55.016910+00:00,ACC_00293,239.16,travel,0,0,0
TXN_267E0E6B10514F79,2026-03-10 14:26:49.016910+00:00,ACC_00695,134.66,gaming,0,0,0
TXN_12B24D22186644EA,2026-03-10 14:59:13.016910+00:00,ACC_00306,576.64,hotel,0,0,0
TXN_18B9E5C655784CF2,2026-03-10 15:03:59.016910+00:00,ACC_00965,60.39,restaurant,0,0,0
TXN_05F8A2110A584CD4,2026-03-10 15:39:34.016910+00:00,ACC_00243,234.36,jewelry,0,0,0
TXN_CFCC79A6083443FE,2026-03-10 16:00:21.016910+00:00,ACC_00476,70.41,restaurant,0,0,0
TXN_281556C0E5B64A95,2026-03-10 16:15:01.016910+00:00,ACC_00908,92.52,gaming,0,0,0
TXN_BB9F59AB561F4A28,2026-03-10 16:25:18.016910+00:00,ACC_00908,117.61,electronics,0,1,0
TXN_B4813CCBB33D40D2,2026-03-10 17:11:23.016910+00:00,ACC_00908,67.35,pharmacy,0,2,0
TXN_4C694846AFD34905,2026-03-10 18:21:45.016910+00:00,ACC_00908,440.48,jewelry,0,0,0
TXN_80B66B4312FE403F,2026-03-10 19:27:57.016910+00:00,ACC_00908,36.13,fuel,0,0,0
TXN_BF8100218ADA42E1,2026-03-10 20:14:17.016910+00:00,ACC_00908,26.89,online_services,0,1,0
TXN_156C219245814EF7,2026-03-10 20:49:19.016910+00:00,ACC_00908,6746.69,electronics,0,1,1
TXN_66A8532A02664DB3,2026-03-10 21:16:56.016910+00:00,ACC_00908,12.6,pharmacy,0,1,0
TXN_D71AF9FC14CA446A,2026-03-10 21:58:02.016910+00:00,ACC_00600,43.29,travel,0,0,0
TXN_555CF97427B64D2D,2026-03-10 23:25:57.016910+00:00,ACC_00308,147.95,electronics,0,0,0
TXN_9ADDC14677124A54,2026-03-11 00:05:34.016910+00:00,ACC_00308,88.26,clothing,0,1,0
TXN_B1B54D08D1334E69,2026-03-11 00:10:08.016910+00:00,ACC_00308,44.06,pharmacy,0,2,0
TXN_E75DAA7B50A843C4,2026-03-11 01:10:11.016910+00:00,ACC_00308,81.49,other,0,0,0
TXN_1676F59D697D4270,2026-03-11 01:14:52.016910+00:00,ACC_00350,6.2,gaming,0,0,0
TXN_385FBBB1A8D448DC,2026-03-11 01:17:44.016910+00:00,ACC_00945,67.49,grocery,0,0,0
TXN_FC65F3986C904FEB,2026-03-11 01:42:23.016910+00:00,ACC_00945,223.52,other,0,1,0
TXN_6BFFFAAC682B4AB7,2026-03-11 01:42:47.016910+00:00,ACC_00945,73.76,pharmacy,0,2,0
TXN_69E3FE2E0D614B75,2026-03-11 01:48:50.016910+00:00,ACC_00945,71.49,pharmacy,0,3,0
TXN_F62E2A6B40574094,2026-03-11 01:55:20.016910+00:00,ACC_00945,48.03,fuel,0,4,0
TXN_836282D903F0491C,2026-03-11 02:06:59.016910+00:00,ACC_00945,71.11,other,0,5,0
TXN_DCE1C07815B541FE,2026-03-11 02:43:36.016910+00:00,ACC_00945,43.03,clothing,0,3,0
TXN_ED4EA45E7BD24504,2026-03-11 03:02:12.016910+00:00,ACC_00288,79.17,other,0,0,0
TXN_0360F3E1CEEA4827,2026-03-11 03:18:44.016910+00:00,ACC_00311,18.11,clothing,0,0,0
TXN_E0547B2FE2B94CF4,2026-03-11 03:23:01.016910+00:00,ACC_00288,224.69,other,0,1,0
TXN_9B7EF7021A614753,2026-03-11 03:35:59.016910+00:00,ACC_00841,12.59,restaurant,0,0,0
TXN_C5776C0C9A4A4976,2026-03-11 04:51:40.016910+00:00,ACC_00566,122.67,other,0,0,0
TXN_F2DA132C03D8468F,2026-03-11 05:29:18.016910+00:00,ACC_00067,194.39,other,0,0,0
TXN_61C28ACC38F44D36,2026-03-11 06:20:12.016910+00:00,ACC_00234,122.37,other,0,0,0
TXN_9402A00240964B3F,2026-03-11 06:28:31.016910+00:00,ACC_00994,2008.01,jewelry,0,0,0
TXN_A55D85537FAA456A,2026-03-11 06:54:41.016910+00:00,ACC_00003,4.92,pharmacy,0,0,0
TXN_DAC85E5867664622,2026-03-11 07:15:13.016910+00:00,ACC_00331,24.92,fuel,0,0,0
TXN_CB37F41A8EEA471F,2026-03-11 07:20:36.016910+00:00,ACC_00371,133.58,grocery,0,0,0
TXN_50307DDB93E748E2,2026-03-11 07:55:22.016910+00:00,ACC_00431,551.87,hotel,0,0,0
TXN_4F2E37D37EAD465C,2026-03-11 08:02:32.016910+00:00,ACC_00026,23.28,clothing,0,0,0
TXN_60436B5342104E5F,2026-03-11 08:45:51.016910+00:00,ACC_00256,180.99,hotel,0,0,0
TXN_C2ACCEB2F6FB436D,2026-03-11 09:14:13.016910+00:00,ACC_00492,10.06,grocery,0,0,0
TXN_B48536C425354C78,2026-03-11 09:33:13.016910+00:00,ACC_00257,46.33,online_services,0,0,0
TXN_AEF9CAE5551F436E,2026-03-11 11:40:14.016910+00:00,ACC_00342,76.58,clothing,0,0,0
TXN_04E438FE893C4BCD,2026-03-11 13:59:01.016910+00:00,ACC_00783,50.18,gaming,0,0,0
TXN_5401E0A93BE74704,2026-03-11 14:00:18.016910+00:00,ACC_00783,47.87,fuel,0,1,0
TXN_1E00D51E647D434B,2026-03-11 14:35:13.016910+00:00,ACC_00783,56.32,electronics,0,2,0
TXN_EBABBFF794544643,2026-03-11 14:36:56.016910+00:00,ACC_00783,53.04,gaming,0,3,0
TXN_17F172106B0E4145,2026-03-11 15:36:28.016910+00:00,ACC_00783,151.35,jewelry,0,1,0
TXN_6B85B795E7F147ED,2026-03-11 15:55:47.016910+00:00,ACC_00783,34.18,gaming,0,1,0
TXN_4E4AAAB9EAE54E52,2026-03-11 16:04:06.016910+00:00,ACC_00783,72.57,pharmacy,0,2,0
TXN_C885EB2C88C240C9,2026-03-11 16:35:37.016910+00:00,ACC_00439,12.84,gaming,0,0,0
TXN_D97C623E6F254E54,2026-03-11 16:35:43.016910+00:00,ACC_00027,11.98,hotel,0,0,0
TXN_FCD42E4A2BE74418,2026-03-11 17:10:13.016910+00:00,ACC_00731,89.67,gaming,0,0,0
TXN_B023C9C1283A4D12,2026-03-11 17:36:34.016910+00:00,ACC_00731,53.1,online_services,0,1,0
TXN_51C18AC1B220441C,2026-03-11 18:06:05.016910+00:00,ACC_00731,135.91,grocery,0,2,0
TXN_7C5302FC4F1F4508,2026-03-11 19:04:42.016910+00:00,ACC_00731,15.89,pharmacy,0,1,0
TXN_E304CF610C544A9B,2026-03-11 19:14:16.016910+00:00,ACC_00731,100.21,electronics,0,1,0
TXN_A82DD11A3A4E42E9,2026-03-11 19:33:23.016910+00:00,ACC_00378,240.12,jewelry,0,0,0
TXN_895932383B8B43A6,2026-03-11 19:43:35.016910+00:00,ACC_00520,125.08,jewelry,0,0,0
TXN_0E64404864244C0F,2026-03-11 20:12:59.016910+00:00,ACC_00206,21.29,clothing,0,0,0
TXN_A28971ECCC2D407B,2026-03-11 20:25:35.016910+00:00,ACC_00712,94.41,online_services,0,0,0
TXN_741D6C9AE5744786,2026-03-11 20:29:10.016910+00:00,ACC_00987,36.99,travel,0,0,0
TXN_28034FCDD5E1475C,2026-03-11 22:07:52.016910+00:00,ACC_00809,16.37,online_services,1,0,0
TXN_523488A924EB44BA,2026-03-11 22:28:53.016910+00:00,ACC_00478,43.7,clothing,0,0,0
TXN_D3D6455161CD4074,2026-03-12 00:55:27.016910+00:00,ACC_00827,119.56,clothing,0,0,0
TXN_9169F389A697449B,2026-03-12 01:10:08.016910+00:00,ACC_00011,14738.13,travel,0,0,0
TXN_2918C44C2FED41F5,2026-03-12 01:54:07.016910+00:00,ACC_00011,20.68,grocery,0,1,0
TXN_2F0CFC85AA9A4F41,2026-03-12 02:15:31.016910+00:00,ACC_00011,114.87,travel,0,1,0
TXN_CCE3284BCB7142BC,2026-03-12 03:17:03.016910+00:00,ACC_00011,155.14,electronics,0,0,0
TXN_F4AAF0B9917840CD,2026-03-12 04:14:50.016910+00:00,ACC_00104,27.8,fuel,0,0,0
TXN_4A11BB49DA4C4565,2026-03-12 04:56:32.016910+00:00,ACC_00104,136.43,clothing,0,1,0
TXN_9A6ED763E6AF4CA0,2026-03-12 05:36:33.016910+00:00,ACC_00104,95.14,pharmacy,0,1,0
TXN_97FD0EE6D08C4EF6,2026-03-12 06:01:41.016910+00:00,ACC_00104,38.85,gaming,0,1,0
TXN_0EDD808C76D24176,2026-03-12 06:34:15.016910+00:00,ACC_00104,702.01,electronics,0,2,0
TXN_7C6C1F6EBFCA4949,2026-03-12 06:37:55.016910+00:00,ACC_00546,117.49,hotel,0,0,0
TXN_60CA602D77C542F1,2026-03-12 06:40:36.016910+00:00,ACC_00944,122.32,gaming,0,0,0
TXN_E24C1AA129B0413B,2026-03-12 08:14:56.016910+00:00,ACC_00944,150.94,hotel,0,0,0
TXN_82DFE257D66E4DE6,2026-03-12 08:40:47.016910+00:00,ACC_00944,148.22,electronics,0,1,0
TXN_77B318932CDD4912,2026-03-12 09:06:08.016910+00:00,ACC_00944,10.93,clothing,0,2,0
TXN_36E2D9FDFE784C31,2026-03-12 10:24:33.016910+00:00,ACC_00944,15.22,gaming,0,0,0
TXN_9768E36F61B74566,2026-03-12 10:36:59.016910+00:00,ACC_00944,24.98,pharmacy,0,1,0
TXN_69D3E89203084E5C,2026-03-12 11:14:13.016910+00:00,ACC_00944,314.56,electronics,0,2,0
TXN_D70CC125046F4F26,2026-03-12 11:56:04.016910+00:00,ACC_00944,76.53,other,0,1,0
TXN_18423450C25B451F,2026-03-12 12:02:05.016910+00:00,ACC_00654,33.58,gaming,0,0,0
